CP,year,Doanh thu (đồng),Tăng trưởng doanh thu (%),Lợi nhuận sau thuế của Cổ đông công ty mẹ (đồng),Tăng trưởng lợi nhuận (%),Thu nhập lãi và các khoản tương tự,Chi phí lãi và các khoản tương tự,Thu nhập lãi thuần,Thu nhập từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Kinh doanh ngoại hối và vàng,Chứng khoán kinh doanh,Chứng khoán đầu tư,Hoạt động khác,Chi phí hoạt động khác,Lãi/lỗ thuần từ hoạt động khác,Cố tức đã nhận,Tổng thu nhập hoạt động,Chi phí quản lý DN,LN từ HĐKD trước CF dự phòng,Chi phí dự phòng rủi ro tín dụng,LN trước thuế,Thuế TNDN,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hoãn lại,Lợi nhuận thuần,Cổ đông của Công ty mẹ,Lãi cơ bản trên cổ phiếu,symbol,Cổ đông thiểu số,Doanh thu thuần,Lãi gộp,Thu nhập tài chính,Chi phí tài chính,Lãi/Lỗ từ hoạt động kinh doanh,Lợi nhuận khác,Chi phí bán hàng,Thu nhập khác,"Lãi lỗ trong công ty liên doanh, liên kết",Thu nhập/Chi phí khác,Chi phí tiền lãi vay,Doanh thu bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu,Giá vốn hàng bán,Lãi/lỗ từ công ty liên doanh
TCB,2022,44752636000000,0.26052219837557977,20150377000000,0.11622523508149954,44752636000000.0,-14462861000000.0,30289775000000.0,10840337000000.0,-2687732000000.0,8152605000000.0,-275063000000.0,-241845000000.0,425553000000.0,4499949000000.0,-2332574000000.0,2167375000000.0,8791000000.0,40527191000000.0,-13023129000000,27504062000000.0,-1936294000000.0,25567768000000,-5131342000000.0,-5174932000000,43590000000.0,20436426000000,20150377000000,5725.0,TCB,-286049000000.0,,,,,,,,,,,,,,,
TCB,2021,35503251000000,0.22416932373286286,18052250000000,0.4646866679253559,35503251000000.0,-8804638000000.0,26698613000000.0,8239494000000.0,-1857254000000.0,6382240000000.0,231416000000.0,152305000000.0,1804408000000.0,4343731000000.0,-2540485000000.0,1803246000000.0,4063000000.0,37076291000000.0,-11173395000000,25902896000000.0,-2664603000000.0,23238293000000,-4822911000000.0,-4840371000000,17460000000.0,18415382000000,18052250000000,5137.0,TCB,-363132000000.0,,,,,,,,,,,,,,,
TCB,2020,29001912000000,0.1593187029230214,12324991000000,0.22330729134357352,29001912000000.0,-10250703000000.0,18751209000000.0,6048443000000.0,-1859665000000.0,4188778000000.0,745000000.0,321397000000.0,1496997000000.0,5460013000000.0,-3180804000000.0,2279209000000.0,4191000000.0,27042526000000.0,-8631195000000,18411331000000.0,-2611035000000.0,15800296000000,-3217829000000.0,-3217829000000,0.0,12582467000000,12324991000000,3515.0,TCB,-257476000000.0,,,,,,,,,,,,,,,
TPB,2024,25948638000000,-0.09151112806734808,6071634000000,0.360338760901346,25948638000000.0,-13041982000000.0,12906656000000.0,4386294000000.0,-1022684000000.0,3363610000000.0,318932000000.0,180000000.0,1094914000000.0,1229244000000.0,-875309000000.0,353935000000.0,40000000.0,18038267000000.0,-6278857000000,11759410000000.0,-4159212000000.0,7600198000000,-1528564000000.0,-1528564000000,,6071634000000,6071634000000,2298.0,TPB,,,,,,,,,,,,,,,,
TPB,2023,28562417000000,0.3095409360820668,4463325000000,-0.28709351476437944,28562417000000.0,-16134589000000.0,12427828000000.0,3178465000000.0,-899217000000.0,2279248000000.0,779153000000.0,0.0,855841000000.0,872290000000.0,-977603000000.0,-105313000000.0,0.0,16236757000000.0,-6701533000000,9535224000000.0,-3946265000000.0,5588959000000,-1125634000000.0,-1125634000000,,4463325000000,4463325000000,1688.0,TPB,,,,,,,,,,,,,,,,
TPB,2022,21811015000000,0.25157766906027645,6260744000000,0.2964406579254983,21811015000000.0,-10424418000000.0,11386597000000.0,3596301000000.0,-904321000000.0,2691980000000.0,410216000000.0,0.0,426255000000.0,1324949000000.0,-622808000000.0,702141000000.0,0.0,15617189000000.0,-5945257000000,9671932000000.0,-1843644000000.0,7828288000000,-1567544000000.0,-1567544000000,,6260744000000,6260744000000,3958.0,TPB,,,,,,,,,,,,,,,,
TPB,2021,17426817000000,0.1752455366400654,4829179000000,0.3757603935286675,17426817000000.0,-7480768000000.0,9946049000000.0,2259689000000.0,-717223000000.0,1542466000000.0,373374000000.0,0.0,1409742000000.0,495761000000.0,-249984000000.0,245777000000.0,0.0,13517408000000.0,-4570696000000,8946712000000.0,-2908490000000.0,6038222000000,-1209043000000.0,-1209043000000,,4829179000000,4829179000000,3234.0,TPB,,,,,,,,,,,,,,,,
TPB,2020,14828235000000,0.25124728255893736,3510189000000,0.13457280623897405,14828235000000.0,-7209178000000.0,7619057000000.0,1539850000000.0,-602817000000.0,937033000000.0,408138000000.0,0.0,710680000000.0,1096636000000.0,-402355000000.0,694281000000.0,0.0,10369189000000.0,-4197293000000,6171896000000.0,-1783373000000.0,4388523000000,-878334000000.0,-878334000000,,3510189000000,3510189000000,3503.0,TPB,,,,,,,,,,,,,,,,
VCB,2024,93654841000000,-0.13375467461567148,33831386000000,0.022064541985358944,93654841000000.0,-38249106000000.0,55405735000000.0,13143005000000.0,-8006444000000.0,5136561000000.0,5291751000000.0,62123000000.0,3444000000.0,4468806000000.0,-2097103000000.0,2371703000000.0,307179000000.0,68578496000000.0,-23027363000000,45551133000000.0,-3314998000000.0,42236135000000,-8383018000000.0,-8526496000000,143478000000.0,33853117000000,33831386000000,5571.0,VCB,-21731000000.0,,,,,,,,,,,,,,,
VCB,2023,108115840000000,0.22701767168637438,33101027000000,0.10709426738955338,108115840000000.0,-54501409000000.0,53614431000000.0,12698083000000.0,-6872673000000.0,5825410000000.0,5660028000000.0,124539000000.0,0.0,4051437000000.0,-1777975000000.0,2273462000000.0,266456000000.0,67764326000000.0,-21905912000000,45858414000000.0,-4529947000000.0,41328467000000,-8206195000000.0,-8096357000000,-109838000000.0,33122272000000,33101027000000,5462.0,VCB,-21245000000.0,,,,,,,,,,,,,,,
VCB,2022,88112700000000,0.247667209222197,29899014000000,0.3592560959759192,88112700000000.0,-34866222000000.0,53246478000000.0,12425007000000.0,-5585907000000.0,6839100000000.0,5768445000000.0,-115194000000.0,81595000000.0,2928339000000.0,-874378000000.0,2053961000000.0,208436000000.0,68082821000000.0,-21250512000000,46832309000000.0,-9464218000000.0,37368091000000,-7449037000000.0,-8406860000000,957823000000.0,29919054000000,29899014000000,5821.0,VCB,-20040000000.0,,,,,,,,,,,,,,,
VCB,2021,70621957000000,0.02047280191669017,21996601000000,0.1921429864793889,70621957000000.0,-28349385000000.0,42272572000000.0,11286516000000.0,-3879443000000.0,7407073000000.0,4374820000000.0,137665000000.0,-85235000000.0,3100370000000.0,-707109000000.0,2393261000000.0,129810000000.0,56629966000000.0,-17665925000000,38964041000000.0,-11478198000000.0,27485843000000,-5469010000000.0,-4560128000000,-908882000000.0,22016833000000,21996601000000,4162.0,VCB,-20232000000.0,,,,,,,,,,,,,,,
VCB,2020,69205134000000,0.022753664585566623,18451311000000,-0.007046669365298741,69205134000000.0,-32919659000000.0,36285475000000.0,10588163000000.0,-3980846000000.0,6607317000000.0,3906399000000.0,1810000000.0,-98000000.0,2544714000000.0,-744461000000.0,1800253000000.0,461385000000.0,49062541000000.0,-16038250000000,33024291000000.0,-9974730000000.0,23049561000000,-4577043000000.0,-5081068000000,504025000000.0,18472518000000,18451311000000,4470.0,VCB,-21207000000.0,,,,,,,,,,,,,,,
VHM,2024,102323186000000,-0.01191169415347079,31801258000000,-0.04705069963189444,,,,,,,,,,,,,,,-4593011000000,,,40847949000000,,-5667211000000,-108052000000.0,35072686000000,31801258000000,,VHM,3271428000000.0,102323186000000.0,32967237000000.0,26844293000000.0,-10487365000000.0,40942908000000.0,-94959000000.0,-3791457000000.0,1163593000000.0,0.0,-1258552000000.0,-7589251000000.0,102323186000000.0,,-69355949000000.0,3211000000.0
VHM,2023,103556722000000,0.659759603233736,33371406000000,0.15748873195601562,,,,,,,,,,,,,,,-4092923000000,,,43310285000000,,-9232770000000,-544639000000.0,33532876000000,33371406000000,,VHM,161470000000.0,103556722000000.0,35706599000000.0,19954131000000.0,-3870289000000.0,44045413000000.0,-735128000000.0,-3662804000000.0,784716000000.0,0.0,-1519844000000.0,-3052805000000.0,103556722000000.0,,-67850123000000.0,10699000000.0
VHM,2022,62392603000000,-0.26584505380828843,28830869000000,-0.257406458313683,,,,,,,,,,,,,,,-2643927000000,,,38642699000000,,-9820841000000,339732000000.0,29161590000000,28830869000000,,VHM,330721000000.0,62392603000000.0,30696327000000.0,16690167000000.0,-4394119000000.0,37973052000000.0,669647000000.0,-2431780000000.0,1133744000000.0,0.0,-464097000000.0,-2075514000000.0,62392603000000.0,,-31696276000000.0,56384000000.0
VHM,2021,84985606000000,0.18783342977611964,38824562000000,0.41947879587353865,,,,,,,,,,,,,,,-3768594000000,,,48182977000000,,-8978371000000,-256128000000.0,38948478000000,38824562000000,,VHM,123916000000.0,84985606000000.0,48459564000000.0,7994896000000.0,-2785675000000.0,47664942000000.0,518035000000.0,-2289008000000.0,616722000000.0,0.0,-98687000000.0,-2348161000000.0,84985606000000.0,,-36526042000000.0,53759000000.0
VHM,2020,71546737000000,0.3858413741463733,27351280000000,0.2576818463064234,,,,,,,,,,,,,,,-2193460000000,,,36516837000000,,-8778070000000,467773000000.0,28206540000000,27351280000000,,VHM,855260000000.0,71546737000000.0,25936077000000.0,20244792000000.0,-4019261000000.0,37305841000000.0,-789004000000.0,-2680833000000.0,221432000000.0,0.0,-1010436000000.0,-3001572000000.0,71546737000000.0,,-45610660000000.0,18526000000.0
VIB,2024,32442938000000,-0.1157839074543977,7204470000000,-0.15865638108277502,32442938000000.0,-15692526000000.0,16750412000000.0,3202927000000.0,-1437468000000.0,1765459000000.0,500968000000.0,,247967000000.0,1518664000000.0,-218164000000.0,1300500000000.0,3746000000.0,20569052000000.0,-7211292000000,13357760000000.0,-4353458000000.0,9004302000000,-1799832000000.0,-1800834000000,1002000000.0,7204470000000,7204470000000,2385.0,VIB,,,,,,,,,,,,,,,,
VIB,2023,36691187000000,0.3337720328358308,8563053000000,0.011133379865097244,36691187000000.0,-18207116000000.0,18484071000000.0,3613539000000.0,-1410276000000.0,2203263000000.0,548470000000.0,,129730000000.0,850214000000.0,-58600000000.0,791614000000.0,3345000000.0,22160493000000.0,-6610743000000,15549750000000.0,-4845805000000.0,10703945000000,-2140892000000.0,-2140892000000,0.0,8563053000000,8563053000000,2837.0,VIB,,,,,,,,,,,,,,,,
VIB,2022,27509339000000,0.31152918108123995,8468767000000,0.3212320293303171,27509339000000.0,-12546784000000.0,14962555000000.0,4528970000000.0,-1340589000000.0,3188381000000.0,-275032000000.0,,-175843000000.0,408366000000.0,-53484000000.0,354882000000.0,2895000000.0,18057838000000.0,-6197114000000,11860724000000.0,-1279609000000.0,10581115000000,-2112348000000.0,-2112348000000,0.0,8468767000000,8468767000000,3971.0,VIB,,,,,,,,,,,,,,,,
VIB,2021,20975011000000,0.20289519373226267,6409750000000,0.380717113417518,20975011000000.0,-9158864000000.0,11816147000000.0,3520700000000.0,-778748000000.0,2741952000000.0,-86748000000.0,,196796000000.0,280404000000.0,-59414000000.0,220990000000.0,1766000000.0,14890903000000.0,-5281843000000,9609060000000.0,-1598048000000.0,8011012000000,-1601262000000.0,-1601262000000,0.0,6409750000000,6409750000000,2997.0,VIB,,,,,,,,,,,,,,,,
VIB,2020,17437106000000,0.25797790641486196,4642334000000,0.4212378023280662,17437106000000.0,-8940999000000.0,8496107000000.0,2951979000000.0,-563304000000.0,2388675000000.0,20789000000.0,,25240000000.0,362288000000.0,-79526000000.0,282762000000.0,1941000000.0,11215514000000.0,-4464872000000,6750642000000.0,-947635000000.0,5803007000000,-1160673000000.0,-1160511000000,-162000000.0,4642334000000,4642334000000,4096.0,VIB,,,,,,,,,,,,,,,,
VIC,2024,189090599000000,0.17118226743624826,11903028000000,4.5185173337042315,,,,,,,,,,,,,,,-15148307000000,,,16738706000000,,-12913575000000,1450927000000.0,5276058000000,11903028000000,,VIC,-6626970000000.0,189068040000000.0,27300818000000.0,47925492000000.0,-31208095000000.0,11664762000000.0,5073944000000.0,-18053919000000.0,10068646000000.0,0.0,-4994702000000.0,-22980044000000.0,189090599000000.0,-22559000000.0,-161767222000000.0,848773000000.0
VIC,2023,161452751000000,0.5858314303762273,2156925000000,-0.7543886199064185,,,,,,,,,,,,,,,-13463255000000,,,13769352000000,,-11287235000000,-426056000000.0,2056061000000,2156925000000,,VIC,-100864000000.0,161427568000000.0,23508476000000.0,20502485000000.0,-22841357000000.0,-4905383000000.0,18674735000000.0,-12513907000000.0,22132506000000.0,0.0,-3457771000000.0,-17245871000000.0,161452751000000.0,-25183000000.0,-137919092000000.0,-97825000000.0
VIC,2022,101809529000000,-0.19057947979818632,8781861000000,4.49334515568147,,,,,,,,,,,,,,,-15953649000000,,,12755518000000,,-11230925000000,519751000000.0,2044344000000,8781861000000,,VIC,-6737517000000.0,101793582000000.0,14693832000000.0,33048100000000.0,-14326299000000.0,8004363000000.0,4751155000000.0,-9371097000000.0,5809849000000.0,0.0,-1058694000000.0,-10758322000000.0,101809529000000.0,-15947000000.0,-87099750000000.0,-86524000000.0
VIC,2021,125780761000000,0.13566156450004463,-2513883000000,-1.460028287383567,,,,,,,,,,,,,,,-24034459000000,,,3146451000000,,-9905355000000,-799260000000.0,-7558164000000,-2513883000000,,VIC,-5044281000000.0,125687870000000.0,34064705000000.0,16045903000000.0,-11363667000000.0,7760906000000.0,-4614455000000.0,-6909908000000.0,1164220000000.0,0.0,-5778675000000.0,-10288893000000.0,125780761000000.0,-92891000000.0,-91623165000000.0,-41668000000.0
VIC,2020,110755497000000,-0.14909106154499047,5464627000000,-0.2758165179438146,,,,,,,,,,,,,,,-13403089000000,,,13942555000000,,-10282745000000,885763000000.0,4545573000000,5464627000000,,VIC,-919054000000.0,110490033000000.0,17312806000000.0,31068411000000.0,-12804561000000.0,14654704000000.0,-712149000000.0,-7253585000000.0,982699000000.0,0.0,-1694848000000.0,-11402385000000.0,110755497000000.0,-265464000000.0,-93177227000000.0,-265278000000.0
VJC,2024,72045286343724,0.23490782117502693,1403162979000,5.085075537822317,,,,,,,,,,,,,,,-1395675389992,,,1822616876699,,-11374269701,-407239214139.0,1404003392859,1403162979000,,VJC,840413859.0,72045286343724.0,7153301365271.0,1990850333440.0,-3480233352020.0,1671290420717.0,151326455982.0,-2596952535982.0,189496155555.0,,-38169699573.0,-3211952994975.0,72045286343724.0,0.0,-64891984978453.0,0.0
VJC,2023,58340618715308,0.4533609963749238,230590889181,1.101918669655409,,,,,,,,,,,,,,,-1099316843401,,,606103607021,,-3217284657,-371472907013.0,231413415351,230590889181,,VJC,822526170.0,58340618715308.0,2520746885819.0,2955033555114.0,-2242066937617.0,184272453966.0,421831153055.0,-1950124205949.0,662197107572.0,,-240365954517.0,-1950254195864.0,58340618715308.0,0.0,-55819871829489.0,0.0
VJC,2022,40141863488029,2.117834079282073,-2262499009854,-31.33454211958802,,,,,,,,,,,,,,,-534452104416,,,-2648658910470,,-172103552548,558787619233.0,-2261974843785,-2262499009854,,VJC,524166069.0,40141863488029.0,-1993287901678.0,2246221465280.0,-2483054483054.0,-3700916687220.0,1052257776750.0,-936343663352.0,1316105112282.0,,-263847335532.0,-1383641245573.0,40141863488029.0,0.0,-42135151389707.0,0.0
VJC,2021,12874919725450,-0.2933747111410147,74584907230,0.08738381454070365,,,,,,,,,,,,,,,-365729158499,,,180379522924,,-14027919315,-86692296300.0,79659307309,74584907230,,VJC,5074400079.0,12874919725450.0,-2038804485059.0,4032772056932.0,-806254583608.0,171956732124.0,8422790800.0,-607756237934.0,16201777600.0,,-7778986800.0,-804782847259.0,12874919725450.0,0.0,-14913724210509.0,-42270859708.0
VJC,2020,18220292888526,-0.6399360526064044,68591150827,-0.9819817563170432,,,,,,,,,,,,,,,-374847317582,,,-244492770448,,-13462059245,326620164827.0,68665335134,68591150827,,VJC,74184307.0,18220292888526.0,-1411928468501.0,970429628494.0,-419415685869.0,-2017567024489.0,1773074254041.0,-764076040739.0,1779506069100.0,,-6431815059.0,-452572729500.0,18220292888526.0,0.0,-19632221357027.0,-17729140292.0
VNM,2024,61823889921880,0.022238782049128013,9392310356250,0.05843012169162314,,,,,,,,,,,,,,,-1827916838987,,,11599653741335,,-2240859169951,94098418564.0,9452892989948,9392310356250,,VNM,60582633698.0,61782609528445.0,25590176323124.0,1585660836067.0,-428238548859.0,11593977638387.0,5676102948.0,-13357706796806.0,230631678594.0,0.0,-224955575646.0,-279424561295.0,61823889921880.0,-41280393435.0,-36192433205321.0,32002663848.0
VNM,2023,60478912566740,0.006727992650797531,8873812416864,0.04201358936562294,,,,,,,,,,,,,,,-1755619128197,,,10967899391486,,-1948363404628,-181821807.0,9019354165051,8873812416864,,VNM,145541748187.0,60368915511505.0,24544731615410.0,1716367576333.0,-503122771214.0,10903632881807.0,64266509679.0,-13018093111879.0,353408891551.0,0.0,-289142381872.0,-354094837255.0,60478912566740.0,-109997055235.0,-35824183896095.0,-80631298646.0
VNM,2022,60074730223299,-0.01536325288982742,8516023694342,-0.1914510125615499,,,,,,,,,,,,,,,-1595845681078,,,10495534676745,,-1956248296285,38288939248.0,8577575319708,8516023694342,,VNM,61551625366.0,59956247197418.0,23897231506707.0,1379904407740.0,-617537182995.0,10491064827100.0,4469849645.0,-12548212246871.0,289021799127.0,0.0,-284551949482.0,-166039091744.0,60074730223299.0,-118483025881.0,-36059015690711.0,-24475976403.0
VNM,2021,61012074147764,0.021585783231447688,10532477099899,-0.05103729877920185,,,,,,,,,,,,,,,-1567312426985,,,12922235486919,,-2320981674175,31282159734.0,10632535972478,10532477099899,,VNM,100058872579.0,60919164846146.0,26278301492307.0,1214683819394.0,-202338232232.0,12727619820191.0,194615666728.0,-12950670402404.0,422823192290.0,0.0,-228207525562.0,-88799090663.0,61012074147764.0,-92909301618.0,-34640863353839.0,-45044429889.0
VNM,2020,59722908393236,0.05891250235360362,11098936856369,0.048932292632721565,,,,,,,,,,,,,,,-1958155456285,,,13518536087024,,-2310674009890,27870156991.0,11235732234125,11098936856369,,VNM,136795377756.0,59636286225547.0,27668623387708.0,1581092655317.0,-308569328835.0,13539380824416.0,-20844737392.0,-13447492622165.0,212386195135.0,0.0,-233230932527.0,-143818465177.0,59722908393236.0,-86622167689.0,-31967662837839.0,3882188676.0
VPB,2024,80111645000000,0.046426198745027535,15778795000000,0.58200235634086,80111645000000.0,-31031238000000.0,49080407000000.0,13201660000000.0,-7075337000000.0,6126323000000.0,827240000000.0,360956000000.0,469667000000.0,9559809000000.0,-4182147000000.0,5377662000000.0,12801000000.0,62255056000000.0,-14339732000000,47915324000000.0,-27902624000000.0,20012700000000,-4025874000000.0,-3962779000000,-63095000000.0,15986826000000,15778795000000,1989.0,VPB,-208031000000.0,,,,,,,,,,,,,,,
VPB,2023,76557377000000,0.23082104975462317,9973939000000,-0.4510151603085166,76557377000000.0,-38382701000000.0,38174676000000.0,12307787000000.0,-5095905000000.0,7211882000000.0,-805973000000.0,380173000000.0,250032000000.0,7774012000000.0,-3248461000000.0,4525551000000.0,3147000000.0,49739488000000.0,-13941218000000,35798270000000.0,-24994374000000.0,10803896000000,-2309725000000.0,-2984015000000,674290000000.0,8494171000000,9973939000000,1433.0,VPB,1479768000000.0,,,,,,,,,,,,,,,
VPB,2022,62200250000000,0.22376158481446257,18167968000000,0.5500081561559184,62200250000000.0,-21179192000000.0,41021058000000.0,10455695000000.0,-4017943000000.0,6437752000000.0,-618050000000.0,-149194000000.0,508755000000.0,13017039000000.0,-2433072000000.0,10583967000000.0,12801000000.0,57797089000000.0,-14115731000000,43681358000000.0,-22461226000000.0,21220132000000,-4311325000000.0,-4859848000000,548523000000.0,16908807000000,18167968000000,2718.0,VPB,1259161000000.0,,,,,,,,,,,,,,,
VPB,2021,50827098000000,-0.02930896125029547,11721208000000,0.12555004148357557,50827098000000.0,-16478269000000.0,34348829000000.0,6884061000000.0,-2825030000000.0,4059031000000.0,-76394000000.0,8879000000.0,3150866000000.0,5468704000000.0,-2660916000000.0,2807788000000.0,2476000000.0,44301475000000.0,-10718937000000,33582538000000.0,-19218768000000.0,14363770000000,-2886600000000.0,-2886600000000,0.0,11477170000000,11721208000000,2647.0,VPB,244038000000.0,,,,,,,,,,,,,,,
VPB,2020,52361767000000,0.04986453675669052,10413760000000,0.2607056216006682,52361767000000.0,-20015944000000.0,32345823000000.0,6166753000000.0,-2810626000000.0,3356127000000.0,-307207000000.0,226466000000.0,1170731000000.0,3441951000000.0,-1205790000000.0,2236161000000.0,5013000000.0,39033114000000.0,-11392021000000,27641093000000.0,-14621638000000.0,13019455000000,-2605695000000.0,-2605695000000,0.0,10413760000000,10413760000000,4271.0,VPB,0.0,,,,,,,,,,,,,,,
VRE,2024,8939117000000,-0.0870379779672537,4095780000000,-0.07095676632037382,,,,,,,,,,,,,,,-641775000000,,,5133329000000,,-1080562000000,43013000000.0,4095780000000,4095780000000,,VRE,0.0,8939117000000.0,4755392000000.0,1785771000000.0,-838090000000.0,4720279000000.0,413050000000.0,-341019000000.0,464749000000.0,,-51699000000.0,-566101000000.0,8939117000000.0,,-4183725000000.0,0.0
VRE,2023,9791335000000,0.33008473753154444,4408600000000,0.5880797836643844,,,,,,,,,,,,,,,-438650000000,,,5526087000000,,-1111151000000,-6128000000.0,4408808000000,4408600000000,,VRE,208000000.0,9791335000000.0,5345885000000.0,1146339000000.0,-330426000000.0,5381880000000.0,144207000000.0,-341268000000.0,212434000000.0,,-68227000000.0,-330426000000.0,9791335000000.0,,-4445450000000.0,0.0
VRE,2022,7361437000000,0.24957745876393045,2776057000000,1.1118568896394854,,,,,,,,,,,,,,,-371266000000,,,3524490000000,,-807615000000,60253000000.0,2777128000000,2776057000000,,VRE,1071000000.0,7361437000000.0,3816520000000.0,538573000000.0,-359155000000.0,3452699000000.0,71791000000.0,-171973000000.0,88319000000.0,,-16528000000.0,-359155000000.0,7361437000000.0,,-3544917000000.0,0.0
VRE,2021,5891141000000,-0.29268831797839767,1314510000000,-0.44811501959607114,,,,,,,,,,,,,,,-433167000000,,,1692277000000,,-379237000000,1973000000.0,1315013000000,1314510000000,,VRE,503000000.0,5891141000000.0,2392105000000.0,387018000000.0,-486280000000.0,1657912000000.0,34365000000.0,-201764000000.0,84095000000.0,,-49730000000.0,-486176000000.0,5891141000000.0,,-3499036000000.0,0.0
VRE,2020,8328918000000,-0.10047663651629932,2381855000000,-0.16469517583851193,,,,,,,,,,,,,,,-398568000000,,,2992720000000,,-619241000000,8830000000.0,2382309000000,2381855000000,,VRE,454000000.0,8328918000000.0,3821287000000.0,275859000000.0,-467092000000.0,2901446000000.0,91274000000.0,-330040000000.0,123527000000.0,,-32253000000.0,-463586000000.0,8328918000000.0,,-4507631000000.0,0.0
