cp,year,lailo_cac_hoat_dong_khac,luu_chuyen_tien_thuan_tu_hdkd_truoc_thay_doi_vld,luu_chuyen_tien_thuan_tu_hdkd_truoc_thue,chi_tu_cac_quy_cua_tctd,mua_sam_tscd,tien_thu_co_tuc_va_loi_nhuan_duoc_chia,luu_chuyen_tu_hoat_dong_dau_tu,tang_von_co_phan_tu_gop_von_vahoac_phat_hanh_co_phieu,luu_chuyen_tien_tu_hoat_dong_tai_chinh,luu_chuyen_tien_thuan_trong_ky,tien_va_tuong_duong_tien,anh_huong_cua_chenh_lech_ty_gia,tien_va_tuong_duong_tien_cuoi_ky,luu_chuyen_tien_te_rong_tu_cac_hoat_dong_sxkd,tien_thu_duoc_tu_thanh_ly_tai_san_co_dinh,dau_tu_vao_cac_doanh_nghiep_khac,tien_thu_tu_viec_ban_cac_khoan_dau_tu_vao_doanh_nghiep_khac,co_tuc_da_tra,symbol,lailo_rong_truoc_thue,khau_hao_tscd,du_phong_rr_tin_dung,lailo_chenh_lech_ty_gia_chua_thuc_hien,lailo_tu_hoat_dong_dau_tu,thu_nhap_lai,tanggiam_cac_khoan_phai_thu,tanggiam_hang_ton_kho,tanggiam_cac_khoan_phai_tra,tanggiam_chi_phi_tra_truoc,chi_phi_lai_vay_da_tra,tien_thu_nhap_doanh_nghiep_da_tra,tien_chi_khac_tu_cac_hoat_dong_kinh_doanh,tien_chi_cho_vay_mua_cong_cu_no_cua_don_vi_khac_dong,tien_thu_hoi_cho_vay_ban_lai_cac_cong_cu_no_cua_don_vi_khac_dong,chi_tra_cho_viec_mua_lai_tra_co_phieu,tien_thu_duoc_cac_khoan_di_vay,tien_tra_cac_khoan_di_vay,tien_thu_khac_tu_cac_hoat_dong_kinh_doanh,tien_thanh_toan_von_goc_di_thue_tai_chinh,co_tuc_da_nhan,lailo_tu_thanh_ly_tai_san_co_dinh,thu_lai_va_co_tuc,tanggiam_cac_khoan_phai_thu_2,tanggiam_cac_khoan_phai_tra_2
MSN,2023,0.0,8588080000000.0,0.0,0.0,-2228795000000,1820418000000,-7823672000000,71136000000,3546211000000,-3777000000000,13853100000000,48415000000.0,10124515000000,500461000000,17461000000,-11812000000.0,708600000000,-243821000000,MSN,2562974000000.0,4123663000000.0,407345000000.0,59093000000.0,-5870297000000.0,7422409000000.0,452139000000.0,1076401000000.0,-442419000000.0,426228000000.0,-7902879000000.0,-816207000000.0,0.0,-28673709000000.0,20544165000000.0,0.0,91059079000000.0,-87324894000000.0,0.0,-15289000000.0,0.0,0.0,0.0,0.0,0.0
MSN,2022,0.0,9236720000000.0,0.0,0.0,-4165321000000,632392000000,-26447259000000,-40387000000,21796172000000,-8439939000000,22304822000000,-11783000000.0,13853100000000,-3788852000000,23919000000,-16635561000000.0,283750000000,-1253082000000,MSN,5147150000000.0,4406523000000.0,232844000000.0,-40984000000.0,-5848866000000.0,5340053000000.0,-671677000000.0,-1736144000000.0,-1432197000000.0,95094000000.0,-5070517000000.0,-903262000000.0,-4697000000.0,-11336453000000.0,4750015000000.0,0.0,78059927000000.0,-54956359000000.0,0.0,-13927000000.0,0.0,0.0,0.0,0.0,0.0
MSN,2021,0.0,11185270000000.0,0.0,0.0,-2805427000000,734931000000,6346219000000,17363923000000,7095693000000,14585825000000,7721442000000,-2445000000.0,22304822000000,1143913000000,19279000000,-5260675000000.0,13687176000000,-3442095000000,MSN,11488784000000.0,4631679000000.0,21659000000.0,-24706000000.0,-10025168000000.0,5093022000000.0,-800894000000.0,-2232630000000.0,-655218000000.0,373150000000.0,-5068896000000.0,-1652600000000.0,-4269000000.0,-9264755000000.0,9235690000000.0,-9777448000000.0,60085748000000.0,-57114898000000.0,0.0,-19537000000.0,0.0,0.0,0.0,0.0,0.0
MSN,2020,0.0,6603014000000.0,0.0,0.0,-3678162000000,661442000000,-33757290000000,2386092000000,33330962000000,924971000000,6800528000000,-4057000000.0,7721442000000,1351299000000,56309000000,-27213440000000.0,-1607289000000,-1402069000000,MSN,2324839000000.0,4583989000000.0,252266000000.0,10910000000.0,-3235762000000.0,4008435000000.0,175576000000.0,-1116607000000.0,12219000000.0,449482000000.0,-4213385000000.0,-1029120000000.0,-2014000000.0,-13414750000000.0,11438600000000.0,0.0,87379259000000.0,-55031426000000.0,0.0,-894000000.0,0.0,0.0,0.0,0.0,0.0
MWG,2024,0.0,7393896353367.0,0.0,0.0,-303747827395,2375786074417,-11743285670418,1771634338542,2757475513692,-468477449984,5365704857172,104133542.0,4897331540730,8517332706742,54661690191,0.0,0,-730957694000,MWG,4825763013078.0,2913419081483.0,220952651591.0,25689580954.0,-1729164103487.0,1137236129748.0,151205190961.0,-636927914305.0,3581806724649.0,127788870902.0,-1141521540734.0,-958914978098.0,0.0,-52159250994595.0,38289265386964.0,-9141790000.0,74756279079533.0,-73030338420383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWG,2023,0.0,3897222853381.0,0.0,0.0,-523383330794,1112667974114,-10831294696942,443220000,7699783102825,304315581953,5061020547422,368727797.0,5365704857172,3435827176070,31276790650,-105597412729.0,0,-731280023500,MWG,689692367896.0,3351314267883.0,-165930068132.0,83631272202.0,-1509203341265.0,1447718354797.0,672440536688.0,4169031757473.0,-3136706601092.0,130000103455.0,-1435731870616.0,-860429603219.0,0.0,-34151374180637.0,22805115462454.0,-9783280000.0,70373733043570.0,-61933329857245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWG,2022,0.0,10288709224130.0,0.0,0.0,-4465359523505,1137542621557,1549111423316,192628370000,-8606343520918,919066704043,4142015762555,-61919176.0,5061020547422,7976298801645,5331159526,-181034840000.0,0,-731854815000,MWG,6056355373558.0,3540324726294.0,-321799366884.0,284374414.0,-348599792355.0,1362143909103.0,-588827639446.0,3791937421033.0,-2286756979213.0,-101041271147.0,-1322381109404.0,-1805340844308.0,0.0,-20799334065331.0,25851966071069.0,-5025640000.0,65251647851081.0,-73313739286999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWG,2021,0.0,9286805587692.0,0.0,0.0,-4976876590016,1883709063,-11254869604436,228253030000,7877490879150,-3205988289364,7347857397925,146653994.0,4142015762555,171390435922,1107020670,-16385001737.0,796626468011,-239519441063,MWG,6471583750543.0,2920713608410.0,179550717177.0,-146653994.0,-959323580633.0,674427746189.0,-827596105467.0,-9923705315353.0,3781614904801.0,-27490477725.0,-585136035219.0,-1533102122807.0,0.0,-19225219180045.0,12163993969618.0,-2320000000.0,63936208247950.0,-56045130957737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWG,2020,0.0,7700024935681.0,0.0,0.0,-3911358160002,335398013989,-8574260892627,105200450000,2014415380732,4232583706879,3115236816468,36874578.0,7347857397925,10792429218774,2018075304,0.0,0,-678908841000,MWG,5409735407353.0,2195583071035.0,58366659386.0,-36874578.0,-557627148536.0,594003821021.0,850493238036.0,6269571171519.0,-1894206905085.0,-75119169600.0,-563748612045.0,-1494585439732.0,0.0,-11512468958904.0,6512150136986.0,-6040930000.0,51168161383884.0,-48573996682152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVL,2024,0.0,-186100627416.0,0.0,0.0,-5666666667,1315166727468,4210103376708,0,2956154979925,1195080240980,3412524436724,-2756021.0,4607601921683,-5971178115653,7804735388,-3700000000.0,2893613355323,-33759401,NVL,-2555664274349.0,1553032140045.0,340901656636.0,906763500173.0,-724297919592.0,293164269671.0,11428809770160.0,-2135609451531.0,-12814210755554.0,2516656785.0,-1697582324023.0,-569001384074.0,0.0,-2926542452962.0,2929427678158.0,-413083000.0,6089223623609.0,-3132621801283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVL,2023,0.0,2976706741660.0,0.0,0.0,-12766370275,812736145102,7148556508894,0,-4709715702758,-5187648857368,8600170523502,2770590.0,3412524436724,-7626489663504,89781296895,0.0,8189384151475,-25239053,NVL,1998881691550.0,1106459385516.0,220560611591.0,552276871342.0,-1258547070257.0,357075251918.0,11750687223303.0,-1747003638563.0,-15994763032194.0,-104770211896.0,-4091267220638.0,-416079525176.0,0.0,-4172394695598.0,2241815981295.0,-15000000.0,4876386461232.0,-9586061924937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
