cp,year,tong_cong_tai_san_dong,tien_va_tuong_duong_tien_dong,tien_gui_tai_ngan_hang_nha_nuoc_viet_nam,tien_gui_tai_cac_tctd_khac_va_cho_vay_cac_tctd_khac,chung_khoan_kinh_doanh,chung_khoan_kinh_doanh_2,du_phong_giam_gia_chung_khoan_kinh_doanh,cac_cong_cu_tai_chinh_phai_sinh_va_khoan_no_tai_chinh_khac,cho_vay_khach_hang,cho_vay_khach_hang_2,du_phong_rui_ro_cho_vay_khach_hang,chung_khoan_dau_tu,chung_khoan_dau_tu_san_sang_de_ban,chung_khoan_dau_tu_giu_den_ngay_dao_han,du_phong_giam_gia_chung_khoan_dau_tu,dau_tu_dai_han_dong,dau_tu_vao_cong_ty_lien_doanh,tai_san_dai_han_khac_dong,du_phong_giam_gia_dau_tu_dai_han,tai_san_co_dinh_dong,tai_san_co_dinh_huu_hinh,tai_san_co_dinh_vo_hinh,gia_tri_rong_tai_san_dau_tu,tai_san_co_khac,tong_cong_nguon_von_dong,no_phai_tra_dong,cac_khoan_no_chinh_phu_va_nhnn_viet_nam,tien_gui_va_vay_cac_to_chuc_tin_dung_khac,tien_gui_cua_khach_hang,cac_cong_cu_tai_chinh_phai_sinh_va_khoan_no_tai_chinh_khac_2,von_tai_tro_uy_thac_dau_tu_cua_cp_va_cac_to_chuc_td_khac,phat_hanh_giay_to_co_gia,cac_khoan_no_khac,von_chu_so_huu_dong,von_cua_to_chuc_tin_dung,quy_cua_to_chuc_tin_dung,lai_chua_phan_phoi_dong,von_gop_cua_chu_so_huu_dong,symbol,dau_tu_vao_cong_ty_con,tai_san_co_dinh_thue_tai_chinh,chenh_lech_ty_gia_hoi_doai,cac_quy_khac,loi_ich_cua_co_dong_thieu_so,tai_san_ngan_han_dong,gia_tri_thuan_dau_tu_ngan_han_dong,cac_khoan_phai_thu_ngan_han_dong,hang_ton_kho_rong,tai_san_luu_dong_khac,tai_san_dai_han_dong,phai_thu_dai_han_dong,tai_san_dai_han_khac,no_ngan_han_dong,no_dai_han_dong,von_va_cac_quy_dong,co_dong_thieu_so,tra_truoc_cho_nguoi_ban_ngan_han_dong,phai_thu_ve_cho_vay_ngan_han_dong,hang_ton_kho_rong_dong,tai_san_luu_dong_khac_dong,quy_dau_tu_va_phat_trien_dong,co_phieu_pho_thong_dong,vay_va_no_thue_tai_chinh_dai_han_dong,nguoi_mua_tra_tien_truoc_ngan_han_dong,vay_va_no_thue_tai_chinh_ngan_han_dong,tra_truoc_dai_han_dong,phai_thu_dai_han_khac_dong,phai_thu_ve_cho_vay_dai_han_dong,loi_the_thuong_mai,von_ngan_sach_nha_nuoc_va_quy_khac,loi_the_thuong_mai_dong,trai_phieu_chuyen_doi_dong,chenh_lech_danh_gia_lai_tai_san
ACB,2024,864005703000000,5696449000000,25219753000000.0,117882259000000.0,3881151000000.0,4029088000000.0,-147937000000.0,55992000000.0,573946692000000.0,580686248000000.0,-6739556000000.0,121090243000000.0,108918477000000.0,12171766000000.0,0.0,124935000000,0.0,292867000000.0,-167932000000.0,5412370000000,3222198000000.0,2190172000000.0,177005000000.0,10518854000000.0,864005703000000,780544025000000,7954853000000.0,111591668000000.0,537304578000000.0,0.0,28008000000.0,101650446000000.0,22014472000000.0,83461678000000,44938358000000.0,14789568000000.0,23733752000000,44666579000000,ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACB,2023,718794589000000,6909300000000,18504814000000.0,114873931000000.0,7177069000000.0,7323489000000.0,-146420000000.0,0.0,482234900000000.0,487601852000000.0,-5366952000000.0,73463347000000.0,44903768000000.0,28559579000000.0,0.0,140025000000,0.0,303387000000.0,-163362000000.0,4762561000000,3317568000000.0,1444993000000.0,177005000000.0,10551637000000.0,718794589000000,647838628000000,88000000.0,89506662000000.0,482702731000000.0,117126000000.0,41534000000.0,52410014000000.0,23060473000000.0,70955961000000,39112283000000.0,11557435000000.0,20286243000000,38840504000000,ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACB,2022,607875185000000,8460892000000,13657531000000.0,85971313000000.0,1131327000000.0,1320941000000.0,-189614000000.0,100072000000.0,408856508000000.0,413706244000000.0,-4849736000000.0,75534794000000.0,31854915000000.0,43679879000000.0,0.0,146814000000,0.0,303387000000.0,-156573000000.0,3981376000000,2849732000000.0,1131644000000.0,177005000000.0,9857553000000.0,607875185000000,549436522000000,505876000000.0,67840840000000.0,413952789000000.0,0.0,60188000000.0,44304367000000.0,22772462000000.0,58438663000000,34046130000000.0,9220125000000.0,15172408000000,33774351000000,ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACB,2021,527769944000000,7509877000000,32349574000000.0,49818776000000.0,11259731000000.0,11325371000000.0,-65640000000.0,226545000000.0,356050950000000.0,361912538000000.0,-5861588000000.0,59474604000000.0,9739539000000.0,49743071000000.0,-8006000000.0,171925000000,0.0,299317000000.0,-127392000000.0,3762548000000,2685070000000.0,1077478000000.0,216027000000.0,6929387000000.0,527769944000000,482869035000000,0.0,54393939000000.0,379920669000000.0,0.0,86066000000.0,30547883000000.0,17920478000000.0,44900909000000,27291260000000.0,7164297000000.0,10445352000000,27019481000000,ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACB,2020,444530104000000,6967918000000,16616798000000.0,31671245000000.0,6167917000000.0,6285763000000.0,-117846000000.0,54473000000.0,308528625000000.0,311478989000000.0,-2950364000000.0,63399011000000.0,10790432000000.0,53048264000000.0,-439685000000.0,99489000000,2967000000.0,101827000000.0,-5305000000.0,3782753000000,2716915000000.0,1065838000000.0,348778000000.0,6893097000000.0,444530104000000,409081941000000,0.0,23875242000000.0,353195838000000.0,0.0,116705000000.0,22049697000000.0,9844459000000.0,35448163000000,21887364000000.0,5741759000000.0,7819040000000,21615585000000,ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,2024,2760791854000000,10772890000000,92341029000000.0,279971515000000.0,12734060000000.0,12773340000000.0,-39280000000.0,663256000000.0,2018043649000000.0,2056082420000000.0,-38038771000000.0,277838108000000.0,157918828000000.0,121120044000000.0,-1200764000000.0,3423594000000,3348512000000.0,182914000000.0,-107832000000.0,12119817000000,6799205000000.0,5320612000000.0,0.0,52883936000000.0,2760791854000000,2615880741000000,168388958000000.0,232954067000000.0,1953165486000000.0,0.0,11981467000000.0,198900165000000.0,50490598000000.0,144911113000000,84788796000000.0,19396820000000.0,36192494000000,68975153000000,BID,0.0,0.0,-701036000000.0,452623000000.0,5234039000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,2023,2300868728000000,11029204000000,51615657000000.0,211812201000000.0,6972474000000.0,7003656000000.0,-31182000000.0,0.0,1737195822000000.0,1777664882000000.0,-40469060000000.0,222393123000000.0,127572432000000.0,95722385000000.0,-901694000000.0,3113075000000,3012284000000.0,214888000000.0,-114097000000.0,11096141000000,6401362000000.0,4694779000000.0,0.0,45641031000000.0,2300868728000000,2178001839000000,35896488000000.0,181830990000000.0,1704690185000000.0,328155000000.0,12207729000000.0,189486736000000.0,53561556000000.0,122866889000000,72711297000000.0,15662247000000.0,30330738000000,57004359000000,BID,0.0,0.0,-803547000000.0,345918000000.0,4966154000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,2022,2120676711000000,13745228000000,111418448000000.0,221177798000000.0,1701464000000.0,1748521000000.0,-47057000000.0,1038214000000.0,1484168975000000.0,1522221714000000.0,-38052739000000.0,235636449000000.0,162283083000000.0,73734542000000.0,-381176000000.0,2968160000000,2871541000000.0,215076000000.0,-118457000000.0,10539477000000,6103314000000.0,4436163000000.0,0.0,38282498000000.0,2120676711000000,2016558206000000,152752718000000.0,177221298000000.0,1473598150000000.0,0.0,13237626000000.0,157051601000000.0,42696813000000.0,104118505000000,66204497000000.0,12447663000000.0,21503511000000,50585239000000,BID,0.0,0.0,-760404000000.0,267851000000.0,4723238000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,2021,1761695792000000,12660583000000,68851444000000.0,135940229000000.0,6068913000000.0,6083165000000.0,-14252000000.0,192282000000.0,1325528925000000.0,1354632643000000.0,-29103718000000.0,177088795000000.0,111675314000000.0,65711393000000.0,-297912000000.0,2847647000000,2729682000000.0,215617000000.0,-97652000000.0,10741232000000,6338050000000.0,4403182000000.0,0.0,21775742000000.0,1761695792000000,1675366766000000,25340018000000.0,98007392000000.0,1380397799000000.0,0.0,14349996000000.0,123681757000000.0,33589804000000.0,86329026000000,65145472000000.0,9684951000000.0,8672557000000,50585239000000,BID,0.0,0.0,-367882000000.0,267851000000.0,3193928000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,2020,1516685712000000,12294193000000,49432144000000.0,85347858000000.0,10169711000000.0,10184436000000.0,-14725000000.0,167933000000.0,1195239968000000.0,1214295916000000.0,-19055948000000.0,125114962000000.0,112192338000000.0,13501317000000.0,-578693000000.0,2760622000000,2643474000000.0,215470000000.0,-98322000000.0,10422121000000,6162330000000.0,4259791000000.0,0.0,25736200000000.0,1516685712000000,1437039100000000,17222797000000.0,82260848000000.0,1226673942000000.0,0.0,12853270000000.0,63236692000000.0,34791551000000.0,79646612000000,54780413000000.0,8064281000000.0,13517408000000,40220180000000,BID,0.0,0.0,49915000000.0,267851000000.0,3234595000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVH,2024,251286326838124,1464088127113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127645423169640,0.0,1279365243151.0,0.0,1890638249670,0.0,0.0,109961268939.0,0.0,251286326838124,227720439778201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23565887059923,0.0,0.0,4007066089089,7423227640000,BVH,0.0,0.0,0.0,103568802818.0,974335175004.0,121226741291519.0,103898039030526.0,11535416562019.0,100479759917.0,670583415267.0,130059585546605.0,66916382934.0,215001107433.0,40840468409215.0,186879971368986.0,23565887059923.0,0.0,32063030043.0,3547995002349.0,100479759917.0,5199723492.0,2933853033569.0,7423227640000.0,0.0,21186000000.0,2910226356811.0,181047015237.0,66916382934.0,0.0,0.0,0.0,0.0,0.0,0.0
BVH,2023,221159823067196,4783513586776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96200740149933,0.0,1140403742807.0,0.0,1817156062732,0.0,0.0,45388992000.0,0.0,221159823067196,198879486209991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22280336857205,0.0,0.0,3565845500585,7423227640000,BVH,0.0,0.0,0.0,103568802818.0,918962506736.0,122453291791848.0,101565789666732.0,12322332798571.0,113348313433.0,659125494341.0,98706531275348.0,84370325019.0,184949023296.0,30851015394785.0,168028470815206.0,22280336857205.0,0.0,48615471980.0,3251775353702.0,113348313433.0,5236161924.0,2233517394474.0,7423227640000.0,1386080000.0,19782000000.0,3372603852643.0,151622999625.0,84370325019.0,0.0,0.0,0.0,0.0,0.0,0.0
BVH,2022,201663976385114,2206497560116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81637575741897,0.0,1188860741950.0,0.0,1886457022912,0.0,0.0,45388992000.0,0.0,201663976385114,180393018780152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21270957604962,0.0,0.0,3306180965907,7423227640000,BVH,0.0,0.0,0.0,103568802818.0,880535475965.0,117373071556758.0,102407686408287.0,9015457349215.0,130657299623.0,662942344625.0,84290904828356.0,83369135387.0,203800430838.0,32503856533023.0,147889162247129.0,21270957604962.0,0.0,35077502602.0,2289205400137.0,130657299623.0,6417666068.0,1592882068422.0,7423227640000.0,91023530915.0,19391500000.0,981076722026.0,153847426306.0,83369135387.0,0.0,0.0,0.0,0.0,0.0,0.0
BVH,2021,169504598786269,5354092025872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67383497918631,0.0,929538716123.0,0.0,1934480147292,0.0,0.0,45388992000.0,0.0,169504598786269,147473277653513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22031321132756,0.0,0.0,4480031128008,7423227640000,BVH,0.0,0.0,0.0,103568802818.0,836184565455.0,99468440209753.0,82007147486839.0,9232098333287.0,141653223444.0,585578169288.0,70036158576516.0,72361637816.0,158690905757.0,21714306947626.0,125758970705887.0,22031321132756.0,0.0,56638491525.0,3417516489890.0,141653223444.0,15172004239.0,1284786140295.0,7423227640000.0,267266088776.0,17372000000.0,2506330153950.0,108990144232.0,72361637816.0,0.0,0.0,0.0,0.0,0.0,0.0
BVH,2020,146412800818360,6780742363756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51874244925437,0.0,1042701268763.0,0.0,1788655050662,0.0,0.0,45388992000.0,0.0,146412800818360,125591034777516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20821766040844,0.0,0.0,3723310113726,7423227640000,BVH,0.0,0.0,0.0,103568802818.0,754873257039.0,91841581344776.0,73718143604394.0,8299283030486.0,124433087390.0,672283091006.0,54571219473584.0,70801065457.0,230200940217.0,19747437592781.0,105843597184735.0,20821766040844.0,0.0,63469950921.0,2238692447282.0,124433087390.0,9730521129.0,967358385620.0,7423227640000.0,316542417119.0,14895367272.0,895634463715.0,202692782843.0,70801065457.0,0.0,0.0,0.0,0.0,0.0,0.0
CTG,2024,2385387732000000,11147549000000,34431657000000.0,378482885000000.0,2798875000000.0,2990692000000.0,-191817000000.0,0.0,1685290589000000.0,1721954714000000.0,-36664125000000.0,214607153000000.0,188557477000000.0,26635861000000.0,-586185000000.0,3933844000000,3706673000000.0,234462000000.0,-7291000000.0,10002157000000,6149216000000.0,3852941000000.0,0.0,44693023000000.0,2385387732000000,2236883024000000,154284104000000.0,276141255000000.0,1606316685000000.0,390841000000.0,2179950000000.0,151678090000000.0,45892099000000.0,148504708000000,63583999000000.0,25316757000000.0,58390118000000,53699917000000,CTG,0.0,0.0,243105000000.0,909405000000.0,970729000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTG,2023,2032613606000000,9759580000000,40597059000000.0,279841639000000.0,2487905000000.0,2676130000000.0,-188225000000.0,0.0,1445571643000000.0,1473344564000000.0,-27772921000000.0,181210531000000.0,180595473000000.0,864999000000.0,-249941000000.0,3426483000000,3206452000000.0,234462000000.0,-14431000000.0,10125534000000,6133262000000.0,3992272000000.0,0.0,59593232000000.0,2032613606000000,1906741786000000,21814105000000.0,304321721000000.0,1410899038000000.0,555946000000.0,2237779000000.0,115375727000000.0,51537470000000.0,125871820000000,63510626000000.0,19043575000000.0,42369429000000,53699917000000,CTG,0.0,0.0,86970000000.0,836032000000.0,861220000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTG,2022,1808810868000000,11066956000000,29727110000000.0,242431953000000.0,1406183000000.0,1622967000000.0,-216784000000.0,3058727000000.0,1245430464000000.0,1274843694000000.0,-29413230000000.0,180312848000000.0,178685028000000.0,1696778000000.0,-68958000000.0,3519441000000,3303160000000.0,234462000000.0,-18181000000.0,10203357000000,6047853000000.0,4155504000000.0,0.0,81653829000000.0,1808810868000000,1700494560000000,104779302000000.0,209429843000000.0,1249176034000000.0,0.0,2392201000000.0,91370419000000.0,43346761000000.0,108316308000000,57868215000000.0,16074632000000.0,33513021000000,48057506000000,CTG,0.0,0.0,120993000000.0,836032000000.0,739447000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTG,2021,1531587398000000,11330659000000,23383443000000.0,149316646000000.0,2475309000000.0,2522807000000.0,-47498000000.0,1454790000000.0,1104872665000000.0,1130667767000000.0,-25795102000000.0,177544548000000.0,174973469000000.0,2696832000000.0,-125753000000.0,3290027000000,3073356000000.0,240662000000.0,-23991000000.0,10496152000000,6192822000000.0,4303330000000.0,0.0,47423159000000.0,1531587398000000,1437937887000000,33294404000000.0,138833846000000.0,1161848113000000.0,0.0,2527930000000.0,64496785000000.0,36936809000000.0,93649511000000,57548112000000.0,13673265000000.0,21488131000000,48057506000000,CTG,0.0,0.0,245231000000.0,515908000000.0,694772000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTG,2020,1341509978000000,9930181000000,57616650000000.0,102532818000000.0,5601747000000.0,5723160000000.0,-121413000000.0,137122000000.0,1002750890000000.0,1015333270000000.0,-12582380000000.0,114941998000000.0,112677836000000.0,2616778000000.0,-352616000000.0,3335507000000,3117572000000.0,240662000000.0,-22727000000.0,10824970000000,6423208000000.0,4401762000000.0,0.0,33838095000000.0,1341509978000000,1256070754000000,44597188000000.0,128519115000000.0,990331285000000.0,0.0,2733251000000.0,59875570000000.0,30014345000000.0,85439224000000,46724652000000.0,11605468000000.0,26027244000000,37234046000000,CTG,0.0,0.0,481781000000.0,515908000000.0,600079000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FPT,2024,71999995678620,9315440438884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3318095237260,0.0,3393737969842.0,0.0,14816131186204,0.0,0.0,0.0,0.0,71999995678620,36272455573820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35727540104800,0.0,0.0,11030528671431,14710691830000,FPT,0.0,0.0,0.0,1929012703454.0,5933309621004.0,45535942846453.0,21785213686808.0,11381523992803.0,1856756949030.0,1197007778928.0,26464052832167.0,331646166008.0,5438413518284.0,34836184067740.0,1436271506080.0,35724790104800.0,0.0,610379845664.0,9808117590.0,1990224486513.0,0.0,2033289141535.0,14710691830000.0,501115537075.0,562066755666.0,14446238451323.0,3765187625417.0,381508926294.0,2509722351.0,0.0,2750000000.0,1097458206678.0,0.0,0.0
FPT,2023,60282827532899,8279156683221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3335009108332,0.0,2830348813038.0,0.0,13643232649833,0.0,0.0,0.0,0.0,60282827532899,30349816316666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29933011216233,0.0,0.0,8674126708670,12699688750000,FPT,0.0,0.0,0.0,1928602158147.0,4958854855687.0,36705751751876.0,16104205358010.0,9674343237344.0,1593411075233.0,1054635398068.0,23577075781023.0,247392102550.0,5036171784305.0,29651673556227.0,698142760439.0,29930261216233.0,0.0,482074732731.0,515430000.0,1724956924671.0,0.0,1549850939920.0,12699688750000.0,208074996962.0,602010036721.0,13837894474107.0,3391434748762.0,299764585187.0,0.0,0.0,2750000000.0,1283790079129.0,0.0,0.0
FPT,2022,51650403735130,6440177174322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3238299217787,0.0,2399073118584.0,0.0,12032914964907,0.0,0.0,0.0,0.0,51650403735130,26294279047318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25356124687812,0.0,0.0,7711681484541,10970265720000,FPT,0.0,0.0,0.0,1179064868147.0,4309656273198.0,30937711076141.0,13047234131950.0,8502895161839.0,1965787736563.0,981616871467.0,20712692658989.0,225090876189.0,4154202857855.0,24521161696202.0,1773117351116.0,25353374687812.0,0.0,292916357080.0,882560901.0,2121118039562.0,0.0,1086270726048.0,10970265720000.0,1477830333990.0,491097603761.0,10904344845014.0,3488252134893.0,276273436689.0,1189922137.0,0.0,2750000000.0,407944847961.0,0.0,0.0
FPT,2021,53697940895875,5417845293242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3101993693319,0.0,1931006629408.0,0.0,10398837546784,0.0,0.0,0.0,0.0,53697940895875,32279955665838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21417985230037,0.0,0.0,7000480585004,9075516490000,FPT,0.0,0.0,0.0,1178174776366.0,3477041138837.0,35118372900846.0,20730720735456.0,6882182894987.0,1507342901619.0,580281075542.0,18579567995029.0,167244119883.0,3620893889359.0,29761106035257.0,2518849630581.0,21415235230037.0,0.0,400707131836.0,34762220000.0,1623315328554.0,0.0,570491625643.0,9075516490000.0,2296308493046.0,710658541296.0,17799441187777.0,2972696947589.0,219704534928.0,2268758773.0,0.0,2750000000.0,465985410327.0,0.0,0.0
FPT,2020,41734323235194,4686191374038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2581174954052,0.0,903457236286.0,0.0,8317822707614,0.0,0.0,0.0,0.0,41734323235194,23128655834466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18605667400728,0.0,0.0,6390906128452,7839874860000,FPT,0.0,0.0,0.0,920081410199.0,2860094124424.0,25265933056476.0,12435918124269.0,6265411863371.0,1290091524352.0,588320170446.0,16468390178718.0,242872863326.0,2953126357161.0,22364710509820.0,763945324646.0,18602917400728.0,0.0,459336196478.0,185532228683.0,1405083502315.0,0.0,442371579941.0,7839874860000.0,677796913413.0,465157577125.0,12062410192740.0,2613622547729.0,203229811570.0,93992225574.0,0.0,2750000000.0,200034225027.0,0.0,0.0
GAS,2024,81854881408158,5567983431468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399715358524,0.0,35000000000.0,0.0,18221636601588,0.0,0.0,30370446725.0,0.0,81854881408158,20283886142528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61570995265630,0.0,0.0,9553019715422,23426729190000,GAS,0.0,0.0,0.0,300272460670.0,1323213381181.0,57290495430038.0,27494031282702.0,19098417078475.0,4598950949593.0,531112687800.0,24564385978120.0,531249275544.0,3663465910698.0,14575489059608.0,5708397082920.0,61570995265630.0,0.0,375639323197.0,0.0,4732006717115.0,0.0,26967513791091.0,23426729190000.0,2290752009267.0,270548145715.0,933829846483.0,3630161349445.0,460754042609.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,2023,87754455330448,5668895193049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398010821463,0.0,35000000000.0,0.0,19532137951089,0.0,0.0,31726639557.0,0.0,87754455330448,22455835056055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65298620274393,0.0,0.0,16879761088028,22967398470000,GAS,0.0,0.0,0.0,282322856474.0,1249889464218.0,62217752152939.0,35084645516061.0,16865314290394.0,3944544425746.0,654352727689.0,25536703177509.0,318104299805.0,3475909955425.0,14971948871764.0,7483886184291.0,65298620274393.0,0.0,264140292943.0,0.0,4069874528094.0,0.0,23919001668407.0,22967398470000.0,4270501721940.0,119146697342.0,1604782571952.0,3435836263150.0,242611871669.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,2022,82662652366363,10549337638537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405533457500,0.0,35000000000.0,0.0,16369664841026,0.0,0.0,36267205787.0,0.0,82662652366363,21489088811222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61173563555141,0.0,0.0,19241492510616,19139500000000,GAS,0.0,0.0,0.0,196658562648.0,1315888895212.0,55651707958020.0,23726498790237.0,16191131770955.0,4102441805643.0,1082297952648.0,27010944408343.0,168689074161.0,4052685959657.0,12487956920689.0,9001131890533.0,61173563555141.0,0.0,223750541755.0,0.0,4185337349642.0,0.0,21063056727255.0,19139500000000.0,6037962890208.0,128097532572.0,44996858992.0,3997897390212.0,92362544210.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,2021,78768074688564,5300330735432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400162192660,0.0,35000000000.0,0.0,18098268868761,0.0,0.0,21934563658.0,0.0,78768074688564,26575344013434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52192730675130,0.0,0.0,10487292270016,19139500000000,GAS,0.0,0.0,0.0,196658562647.0,1098473302817.0,51394724017298.0,24799825654952.0,16920192497611.0,3241216225272.0,1133158904031.0,27373350671266.0,187718539786.0,3794212189837.0,16561261573886.0,10014082439548.0,52192730675130.0,0.0,413405237823.0,0.0,3324677623426.0,0.0,21053839680240.0,19139500000000.0,7510120451721.0,104816808984.0,484740000000.0,3744292533015.0,117380137693.0,0.0,0.0,0.0,638356134.0,0.0,0.0
GAS,2020,63208401030103,5237246729402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379189574851,0.0,35000000000.0,0.0,19773601197998,0.0,0.0,22357771534.0,0.0,63208401030103,13708720044649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49499680985454,0.0,0.0,10028673271871,19139500000000,GAS,0.0,0.0,0.0,196658562648.0,1064055447633.0,39472227294732.0,21613236327512.0,10239199864118.0,1662572767363.0,719971606337.0,23736173735371.0,162062201594.0,1096004237787.0,9748781422071.0,3959938622578.0,49499680985454.0,0.0,435275808580.0,0.0,1729146683995.0,0.0,18853826843892.0,19139500000000.0,1963867248970.0,228058965321.0,1017470000000.0,1022822668367.0,88152294337.0,0.0,0.0,0.0,22372689424.0,0.0,0.0
